date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:48:38	5804/5804	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
19:48:38	14960/14960	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
19:48:38	16112/16112	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
19:48:38	6816/6816	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
19:48:38	9696/9696	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
19:48:38	7244/7244	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
19:48:38	8248/8248	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
19:48:38	5784/5784	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
19:48:38	15016/15016	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
19:48:38	15948/15948	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
19:48:38	6696/6696	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
19:48:38	9540/9540	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
19:48:38	7360/7360	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
19:48:38	8280/8280	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
19:48:38	5676/5676	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
19:48:38	14808/14808	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
19:48:38	15764/15764	------	200	untouched ('')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/Users/USUARIO/Documents/class2/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
19:48:38	990/990	------	200	untouched ('')	image/png	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/Users/USUARIO/Documents/class2/images/fade-gradient.png	(from https://www.classcentral.com/)
19:48:38	50234/50234	------	200	untouched ('')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/USUARIO/Documents/class2/analytics.js	(from https://www.classcentral.com/)
19:48:38	7786/7786	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:12%20GMT	https://www.classcentral.com/subject/maths	C:/Users/USUARIO/Documents/class2/subject/maths.29.delayed	(from https://www.classcentral.com/)
19:48:38	600336/600336	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:09%20GMT	https://www.classcentral.com/rankings	C:/Users/USUARIO/Documents/class2/rankings.html	(from https://www.classcentral.com/)
19:48:38	7821/7821	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:13%20GMT	https://www.classcentral.com/subject/business	C:/Users/USUARIO/Documents/class2/subject/business.2a.delayed	(from https://www.classcentral.com/)
19:48:38	593069/593069	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:10%20GMT	https://www.classcentral.com/collections	C:/Users/USUARIO/Documents/class2/collections.html	(from https://www.classcentral.com/)
19:48:38	575561/575561	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:10%20GMT	https://www.classcentral.com/subjects	C:/Users/USUARIO/Documents/class2/subjects.html	(from https://www.classcentral.com/)
19:48:38	892154/892154	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:11%20GMT	https://www.classcentral.com/subject/cs	C:/Users/USUARIO/Documents/class2/subject/cs.html	(from https://www.classcentral.com/)
19:48:39	847941/847941	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:12%20GMT	https://www.classcentral.com/subject/health	C:/Users/USUARIO/Documents/class2/subject/health.html	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:14%20GMT	https://www.classcentral.com/subject/humanities	C:/Users/USUARIO/Documents/class2/subject/humanities.2b.delayed	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:14%20GMT	https://www.classcentral.com/subject/engineering	C:/Users/USUARIO/Documents/class2/subject/engineering.2c.delayed	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:14%20GMT	https://www.classcentral.com/subject/science	C:/Users/USUARIO/Documents/class2/subject/science.2d.delayed	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:15%20GMT	https://www.classcentral.com/subject/education	C:/Users/USUARIO/Documents/class2/subject/education.2e.delayed	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:15%20GMT	https://www.classcentral.com/subject/social-sciences	C:/Users/USUARIO/Documents/class2/subject/social-sciences.2f.delayed	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:16%20GMT	https://www.classcentral.com/subject/art-and-design	C:/Users/USUARIO/Documents/class2/subject/art-and-design.30.delayed	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:16%20GMT	https://www.classcentral.com/subject/data-science	C:/Users/USUARIO/Documents/class2/subject/data-science.31.delayed	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:16%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/Users/USUARIO/Documents/class2/subject/programming-and-software-development.32.delayed	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:17%20GMT	https://www.classcentral.com/subject/personal-development	C:/Users/USUARIO/Documents/class2/subject/personal-development.33.delayed	(from https://www.classcentral.com/)
19:48:39	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:17%20GMT	https://www.classcentral.com/subject/infosec	C:/Users/USUARIO/Documents/class2/subject/infosec.34.delayed	(from https://www.classcentral.com/)
19:48:39	33057/33057	------	200	untouched ('')	image/png	date:Thu,%2023%20Feb%202023%2004:20:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
19:48:39	3026761/3026761	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:18%20GMT	https://www.classcentral.com/universities	C:/Users/USUARIO/Documents/class2/universities.html	(from https://www.classcentral.com/)
19:48:39	169937/169937	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:15%20GMT	https://www.classcentral.com/report/	C:/Users/USUARIO/Documents/class2/report/index.html	(from https://www.classcentral.com/)
19:48:39	838348/838348	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:19%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/Users/USUARIO/Documents/class2/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
19:48:39	4282/4282	------	200	untouched ('')	image/png	date:Thu,%2023%20Feb%202023%2009:40:29%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
19:48:39	4168/4168	------	200	untouched ('')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
19:48:39	198592/198592	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:43%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/Users/USUARIO/Documents/class2/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
19:48:39	35437/35437	------	200	untouched ('')	image/png	date:Thu,%2023%20Feb%202023%2012:04:56%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
19:48:39	5751/5751	------	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2023:43:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
19:48:39	145331/145331	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:11%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/Users/USUARIO/Documents/class2/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
19:48:39	153480/153480	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:22:38%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/Users/USUARIO/Documents/class2/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
19:48:39	176747/176747	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:53%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/Users/USUARIO/Documents/class2/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
19:48:39	96645/96645	------	200	untouched ('')	image/png	date:Wed,%2022%20Feb%202023%2020:44:46%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
19:48:39	178591/178591	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:22:42%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/Users/USUARIO/Documents/class2/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
19:48:39	816620/816620	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:22%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/Users/USUARIO/Documents/class2/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
19:48:39	6215/6215	------	200	untouched ('')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
19:48:39	50744/50744	------	200	untouched ('')	image/jpeg	date:Thu,%2023%20Feb%202023%2009:08:11%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
19:48:39	518630/518630	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:20:40%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/Users/USUARIO/Documents/class2/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
19:48:39	6083/6083	------	200	untouched ('')	image/png	date:Thu,%2023%20Feb%202023%2010:02:33%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
19:48:39	416880/416880	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:20:32%20GMT	https://www.classcentral.com/report/free-certificates/	C:/Users/USUARIO/Documents/class2/report/free-certificates/index.html	(from https://www.classcentral.com/)
19:48:39	93874/93874	------	200	untouched ('')	image/png	date:Thu,%2023%20Feb%202023%2009:08:12%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
19:48:39	6773/6773	------	200	untouched ('')	image/png	date:Thu,%2023%20Feb%202023%2009:27:43%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
19:48:39	193990/193990	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:20:55%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/Users/USUARIO/Documents/class2/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
19:48:39	29596/29596	------	200	untouched ('')	image/png	date:Thu,%2023%20Feb%202023%2009:08:13%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/Users/USUARIO/Documents/class2/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
19:48:39	378/378	------	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2018:41:27%20GMT	https://www.classcentral.com/new-online-courses	C:/Users/USUARIO/Documents/class2/new-online-courses.45.delayed	(from https://www.classcentral.com/)
19:48:39	830023/830023	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:27%20GMT	https://www.classcentral.com/starting-this-month	C:/Users/USUARIO/Documents/class2/starting-this-month.html	(from https://www.classcentral.com/)
19:48:39	766519/766519	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:28%20GMT	https://www.classcentral.com/new-online-courses/february-2023	C:/Users/USUARIO/Documents/class2/new-online-courses/february-2023.html	(from https://www.classcentral.com/)
19:48:39	498/498	------	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2018:41:28%20GMT	https://www.classcentral.com/most-popular-courses	C:/Users/USUARIO/Documents/class2/most-popular-courses.47.delayed	(from https://www.classcentral.com/)
19:48:39	7870/7870	------	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:32%20GMT	https://www.classcentral.com/subject/computer-networking	C:/Users/USUARIO/Documents/class2/subject/computer-networking.4c.delayed	(from https://www.classcentral.com/)
19:48:39	141015/141015	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:44%20GMT	https://www.classcentral.com/report/most-popular-february-2023/	C:/Users/USUARIO/Documents/class2/report/most-popular-february-2023/index.html	(from https://www.classcentral.com/)
19:48:39	844979/844979	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:30%20GMT	https://www.classcentral.com/subject/ai	C:/Users/USUARIO/Documents/class2/subject/ai.html	(from https://www.classcentral.com/)
19:48:39	825197/825197	------	200	untouched ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:31%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	C:/Users/USUARIO/Documents/class2/subject/algorithms-and-data-structures.html	(from https://www.classcentral.com/)
